gender,dob,Age,commune,created_at,department,education_level,university,current_employed,formal_sector_job,have_computer_home,internet_at_home,hear_AA_1,after_AA,quest_id,Commune_en,Commune_Id,Departement,Study Domain,Payment Method
male,1991-03-01,30.0,HT0114,2021-03-02,HT01,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),Yes,Yes,Yes,Yes,Facebook,Finding a job/internship,9068f406-ce95-11eb-8144-7c67a234f601,Petion-Ville,HT0114,West,Computer Science,Unpaid
male,1995-06-20,25.0,HT0114,2021-03-06,HT01,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,9068f407-ce95-11eb-a25c-7c67a234f601,Petion-Ville,HT0114,West,Computer Science,Unpaid
female,1975-10-10,45.0,HT0114,2021-03-10,HT01,Bachelors (bacc +4),unknown,No,unknown,Yes,unknown,Friend,Improving my data analysis skills,9068f408-ce95-11eb-9caf-7c67a234f601,Petion-Ville,HT0114,West,Accounting,Unpaid
male,1990-12-12,30.0,HT0114,2021-03-11,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,No,WhatsApp,Improving my data analysis skills,9068f409-ce95-11eb-971f-7c67a234f601,Petion-Ville,HT0114,West,Management,Unpaid
male,,26.0,HT0131,2021-02-16,HT01,Bachelors (bacc +4),Université INUKA,No,unknown,Yes,Yes,WhatsApp,Training to start my own company,90691afb-ce95-11eb-a4c3-7c67a234f601,Croix-Des-Bouquets,HT0131,West,Computer Science,Moncash
male,1997-05-16,24.0,HT0131,2021-02-16,HT01,High School (16 years),unknown,No,unknown,Yes,Yes,Instagram,Finding a job/internship,90691afc-ce95-11eb-98d0-7c67a234f601,Croix-Des-Bouquets,HT0131,West,other,Unpaid
male,1993-01-20,28.0,HT0131,2021-02-16,HT01,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Friend,Switching careers,90691afd-ce95-11eb-b77d-7c67a234f601,Croix-Des-Bouquets,HT0131,West,Computer Science,Unpaid
male,2000-08-20,20.0,HT0131,2021-02-17,HT01,High School (16 years),unknown,No,unknown,Yes,Yes,ESIH,Training to start my own company,90691afe-ce95-11eb-bc64-7c67a234f601,Croix-Des-Bouquets,HT0131,West,Computer Science,Unpaid
male,2000-08-20,20.0,HT0131,2021-02-17,HT01,High School (16 years),unknown,No,unknown,Yes,Yes,ESIH,Training to start my own company,90691afe-ce95-11eb-bc64-7c67a234f601,Croix-Des-Bouquets,HT0131,West,Accounting,Unpaid
male,1992-10-24,28.0,HT0131,2021-02-19,HT01,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Friend,Training to start my own company,90694207-ce95-11eb-b358-7c67a234f601,Croix-Des-Bouquets,HT0131,West,Management,Unpaid
male,1988-01-12,33.0,HT0131,2021-02-20,HT01,Other,unknown,No,unknown,Yes,No,Facebook,Improving my data analysis skills,90694e10-ce95-11eb-b312-7c67a234f601,Croix-Des-Bouquets,HT0131,West,Computer Science,Unpaid
male,1993-04-23,28.0,HT0131,2021-02-24,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Ayiti Analytics Website,Improving my data analysis skills,90694e11-ce95-11eb-838b-7c67a234f601,Croix-Des-Bouquets,HT0131,West,other,Unpaid
male,1997-06-27,23.0,HT0131,2021-02-25,HT01,High School (16 years),unknown,No,unknown,Yes,No,Friend,Finding a job/internship,90694e12-ce95-11eb-812d-7c67a234f601,Croix-Des-Bouquets,HT0131,West,Computer Science,Unpaid
male,1990-11-19,30.0,HT0131,2021-03-10,HT01,Other,unknown,No,unknown,Yes,Yes,Facebook,Finding a job/internship,90694e13-ce95-11eb-bb46-7c67a234f601,Croix-Des-Bouquets,HT0131,West,other,Moncash
male,1997-05-18,24.0,HT0131,2021-03-12,HT01,Masters,Université d'Etat d'Haïti (UEH),Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906968f5-ce95-11eb-9e1a-7c67a234f601,Croix-Des-Bouquets,HT0131,West,other,Credit Card/Paypal
male,1993-02-27,28.0,HT0434,2021-02-16,HT04,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9069789d-ce95-11eb-990c-7c67a234f601,Caracol,HT0434,North-East,other,Unpaid
male,1995-12-05,25.0,HT0731,2021-02-16,HT07,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,Friend,Training to start my own company,9069789e-ce95-11eb-883e-7c67a234f601,Aquin,HT0731,South,Management,Unpaid
male,1995-12-05,25.0,HT0731,2021-02-16,HT07,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,Friend,Training to start my own company,9069789e-ce95-11eb-883e-7c67a234f601,Aquin,HT0731,South,Computer Science,Unpaid
male,1996-05-11,25.0,HT0211,2021-02-16,HT02,High School (16 years),unknown,No,unknown,Yes,Yes,Friend,Training to start my own company,9069789f-ce95-11eb-9788-7c67a234f601,Jacmel,HT0211,South-East,Statistics,Credit Card/Paypal
male,1996-05-11,25.0,HT0211,2021-02-16,HT02,High School (16 years),unknown,No,unknown,Yes,Yes,Friend,Training to start my own company,9069789f-ce95-11eb-9788-7c67a234f601,Jacmel,HT0211,South-East,Economics,Credit Card/Paypal
male,1996-05-11,25.0,HT0211,2021-02-16,HT02,High School (16 years),unknown,No,unknown,Yes,Yes,Friend,Training to start my own company,9069789f-ce95-11eb-9788-7c67a234f601,Jacmel,HT0211,South-East,other,Credit Card/Paypal
male,1999-03-30,22.0,HT0211,2021-02-19,HT02,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Friend,Finding a job/internship,90698fe9-ce95-11eb-a607-7c67a234f601,Jacmel,HT0211,South-East,other,Unpaid
male,1997-10-08,23.0,HT0211,2021-02-19,HT02,Bachelors (bacc +4),other,No,unknown,Yes,Yes,other,Training to start my own company,90698fea-ce95-11eb-ae89-7c67a234f601,Jacmel,HT0211,South-East,Computer Science,Unpaid
female,2020-01-22,26.76950354609929,HT0711,2021-02-16,HT07,Other,unknown,No,unknown,No,No,WhatsApp,Improving my data analysis skills,9069a205-ce95-11eb-be5a-7c67a234f601,Les Cayes,HT0711,South,other,Unpaid
female,2021-05-08,26.76950354609929,HT0117,2021-02-17,HT01,Other,unknown,No,unknown,Yes,Yes,ESIH,Improving my data analysis skills,9069a206-ce95-11eb-9c6f-7c67a234f601,Cite Soleil,HT0117,West,Computer Science,Unpaid
male,1992-10-20,28.0,HT0117,2021-02-18,HT01,Other,unknown,No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,9069a207-ce95-11eb-9148-7c67a234f601,Cite Soleil,HT0117,West,Medicine,Unpaid
male,2000-06-14,21.0,HT0117,2021-03-01,HT01,Bachelors (bacc +4),Université INUKA,Yes,No,Yes,Yes,WhatsApp,Mentorship,9069b6e0-ce95-11eb-9f22-7c67a234f601,Cite Soleil,HT0117,West,Management,Unpaid
male,1994-12-13,26.0,HT0122,2021-02-17,HT01,High School (16 years),unknown,No,unknown,Yes,Yes,WhatsApp,Switching careers,9069b6e1-ce95-11eb-8356-7c67a234f601,Petit-Goave,HT0122,West,Accounting,Unpaid
male,1992-03-03,29.0,HT0322,2021-02-17,HT03,Bachelors (bacc +4),unknown,No,unknown,No,No,Facebook,Improving my data analysis skills,9069cfab-ce95-11eb-97af-7c67a234f601,Plaine du Nord,HT0322,North,other,Unpaid
male,1999-07-18,21.0,HT0121,2021-02-18,HT01,High School (16 years),unknown,No,unknown,Yes,No,Facebook,Training to start my own company,9069cfac-ce95-11eb-9487-7c67a234f601,Leogane,HT0121,West,other,Unpaid
male,1983-10-31,37.0,HT0121,2021-03-10,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,No,Yes,Yes,LinkedIn,Improving my data analysis skills,9069ddd5-ce95-11eb-b041-7c67a234f601,Leogane,HT0121,West,Law,Unpaid
male,1998-11-18,22.0,HT0542,2021-02-18,HT05,Other,unknown,No,unknown,Yes,Yes,WhatsApp,Training to start my own company,9069ddd6-ce95-11eb-988c-7c67a234f601,Petite Riviere de l'Artibonite,HT0542,Artibonite,Management,Unpaid
male,1991-11-02,29.0,HT0721,2021-02-19,HT07,Other,unknown,No,unknown,No,No,Friend,Improving my data analysis skills,9069ddd7-ce95-11eb-859c-7c67a234f601,Port-Salut,HT0721,South,other,Unpaid
male,2021-07-25,26.76950354609929,HT0432,2021-02-19,HT04,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Facebook,Finding a job/internship,9069ddd8-ce95-11eb-b0fb-7c67a234f601,Sainte Suzanne,HT0432,North-East,other,Unpaid
male,1981-01-13,40.0,HT0134,2021-02-19,HT01,Bachelors (bacc +4),Université INUKA,No,unknown,Yes,Yes,Ayiti Analytics Website,Finding a job/internship,906a04c8-ce95-11eb-b468-7c67a234f601,Cornillon / Grand Bois,HT0134,West,Computer Science,Moncash
male,,26.0,HT0443,2021-02-19,HT04,High School (16 years),unknown,unknown,unknown,Yes,Yes,LinkedIn,Improving my data analysis skills,906a04c9-ce95-11eb-8f6a-7c67a234f601,Mombin Crochu,HT0443,North-East,Economics,Unpaid
male,1976-07-06,44.0,HT0116,2021-02-19,HT01,Bachelors (bacc +4),other,Yes,Yes,Yes,No,WhatsApp,Mentorship,906a04ca-ce95-11eb-9b48-7c67a234f601,Gressier,HT0116,West,Computer Science,Unpaid
male,1976-07-06,44.0,HT0116,2021-02-19,HT01,Bachelors (bacc +4),other,Yes,Yes,Yes,No,WhatsApp,Mentorship,906a04ca-ce95-11eb-9b48-7c67a234f601,Gressier,HT0116,West,Economics,Unpaid
male,1986-03-25,35.0,HT0531,2021-02-19,HT05,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,other,Finding a job/internship,906a04cb-ce95-11eb-9bc2-7c67a234f601,Saint-Marc,HT0531,Artibonite,Computer Science,Unpaid
male,1999-10-09,21.0,HT0531,2021-02-24,HT05,High School (16 years),unknown,Yes,Yes,Yes,Yes,Facebook,Improving my data analysis skills,906a04cc-ce95-11eb-b561-7c67a234f601,Saint-Marc,HT0531,Artibonite,Computer Science,Unpaid
male,1988-12-22,32.0,HT0531,2021-03-04,HT05,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906a2d3f-ce95-11eb-a1ba-7c67a234f601,Saint-Marc,HT0531,Artibonite,Computer Science,Unpaid
male,1988-12-22,32.0,HT0531,2021-03-07,HT05,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,906a2d40-ce95-11eb-bee9-7c67a234f601,Saint-Marc,HT0531,Artibonite,Computer Science,Unpaid
female,1992-08-14,28.0,HT0133,2021-02-20,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,No,WhatsApp,Improving my data analysis skills,906a2d41-ce95-11eb-b7f9-7c67a234f601,Ganthier,HT0133,West,Economics,Unpaid
male,1982-06-21,38.0,HT0123,2021-02-20,HT01,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,Yes,Yes,Yes,WhatsApp,Switching careers,906a2d42-ce95-11eb-a3de-7c67a234f601,Grand-Goave,HT0123,West,other,Unpaid
male,2021-07-18,26.76950354609929,HT0421,2021-02-20,HT04,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,Yes,Yes,Yes,Facebook,Improving my data analysis skills,906a52b4-ce95-11eb-b9bd-7c67a234f601,Ouanaminthe,HT0421,North-East,Management,Unpaid
male,1991-06-01,30.0,HT0421,2021-02-20,HT04,Bachelors (bacc +4),other,No,unknown,Yes,Yes,WhatsApp,Finding a job/internship,906a52b5-ce95-11eb-9ece-7c67a234f601,Ouanaminthe,HT0421,North-East,other,Unpaid
male,1997-09-02,23.0,HT0421,2021-02-21,HT04,Other,unknown,No,unknown,Yes,No,WhatsApp,Improving my data analysis skills,906a52b6-ce95-11eb-935f-7c67a234f601,Ouanaminthe,HT0421,North-East,other,Unpaid
male,1980-12-04,40.0,HT0532,2021-02-21,HT05,Other,unknown,Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,906a52b7-ce95-11eb-9c4b-7c67a234f601,Verrettes,HT0532,Artibonite,Computer Science,Credit Card/Paypal
male,1980-12-04,40.0,HT0532,2021-02-21,HT05,Other,unknown,Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,906a52b7-ce95-11eb-9c4b-7c67a234f601,Verrettes,HT0532,Artibonite,Law,Credit Card/Paypal
male,1984-01-22,37.0,HT0532,2021-02-22,HT05,Other,unknown,Yes,Yes,Yes,Yes,WhatsApp,Improving my data analysis skills,906a79ab-ce95-11eb-a1b8-7c67a234f601,Verrettes,HT0532,Artibonite,Computer Science,Moncash
male,1985-03-28,36.0,HT0532,2021-03-04,HT05,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906a79ac-ce95-11eb-9f8a-7c67a234f601,Verrettes,HT0532,Artibonite,Computer Science,Moncash
male,1997-02-24,24.0,HT0342,2021-02-21,HT03,Other,unknown,Yes,No,Yes,No,Facebook,Finding a job/internship,906a79ad-ce95-11eb-b186-7c67a234f601,Dondon,HT0342,North,Electrical Engineering,Unpaid
male,1997-02-24,24.0,HT0342,2021-02-21,HT03,Other,unknown,Yes,No,Yes,No,Facebook,Finding a job/internship,906a79ad-ce95-11eb-b186-7c67a234f601,Dondon,HT0342,North,Computer Science,Unpaid
male,1995-09-16,25.0,HT0311,2021-02-21,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,No,Yes,Yes,Facebook,Finding a job/internship,906a79ae-ce95-11eb-98c3-7c67a234f601,Cap-Haitien,HT0311,North,other,Unpaid
male,1987-04-19,34.0,HT0311,2021-02-21,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,No,Friend,Improving my data analysis skills,906a79af-ce95-11eb-bd36-7c67a234f601,Cap-Haitien,HT0311,North,Computer Science,Unpaid
male,1991-09-08,29.0,HT0311,2021-03-03,HT03,Other,unknown,No,unknown,Yes,No,Facebook,Mentorship,906aa0a0-ce95-11eb-8355-7c67a234f601,Cap-Haitien,HT0311,North,Law,Unpaid
male,1987-02-22,34.0,HT0311,2021-03-05,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906aa0a1-ce95-11eb-899e-7c67a234f601,Cap-Haitien,HT0311,North,Law,Unpaid
male,1987-02-22,34.0,HT0311,2021-03-05,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906aa0a1-ce95-11eb-899e-7c67a234f601,Cap-Haitien,HT0311,North,other,Unpaid
male,1995-07-16,25.0,HT0311,2021-03-12,HT03,Bachelors (bacc +4),Quisqueya University,No,unknown,Yes,Yes,Facebook,Training to start my own company,906aa0a2-ce95-11eb-90cb-7c67a234f601,Cap-Haitien,HT0311,North,Economics,Unpaid
male,1992-04-17,29.0,HT0611,2021-02-21,HT06,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,WhatsApp,Switching careers,906aa0a3-ce95-11eb-9611-7c67a234f601,Hinche,HT0611,Centre,other,Unpaid
male,1983-03-30,38.0,HT0115,2021-02-23,HT01,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,Friend,Training to start my own company,906ac788-ce95-11eb-a6f7-7c67a234f601,Kenscoff,HT0115,West,other,Unpaid
male,1993-12-14,27.0,HT0313,2021-02-25,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,WhatsApp,Switching careers,906b1739-ce95-11eb-8944-7c67a234f601,Limonade,HT0313,North,other,Unpaid
male,1997-07-25,23.0,HT0921,2021-02-27,HT09,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,906b173a-ce95-11eb-b3d4-7c67a234f601,Saint-Louis du Nord,HT0921,North-West,Computer Science,Unpaid
male,1994-02-15,27.0,HT0621,2021-03-02,HT06,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,Facebook,Improving my data analysis skills,906b3c84-ce95-11eb-8c2a-7c67a234f601,Mirebalais,HT0621,Centre,other,Moncash
male,1990-08-10,30.0,HT0621,2021-03-10,HT06,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906b3c85-ce95-11eb-9b87-7c67a234f601,Mirebalais,HT0621,Centre,Medicine,Unpaid
male,1993-12-28,27.0,HT0621,2021-03-14,HT06,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906b3c86-ce95-11eb-b6a7-7c67a234f601,Mirebalais,HT0621,Centre,Statistics,Credit Card/Paypal
male,1992-04-17,29.0,HT0412,2021-03-08,HT04,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906b65e2-ce95-11eb-8b5c-7c67a234f601,Ferrier,HT0412,North-East,Computer Science,Moncash
male,1993-07-22,27.0,HT1012,2021-03-10,HT10,Masters,other,No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906b65e3-ce95-11eb-a294-7c67a234f601,Petite Riviere de Nippes,HT1012,Nippes,other,Moncash
