index,gender,dob,commune,created_at,department,education_level,university,current_employed,formal_sector_job,have_computer_home,internet_at_home,hear_AA_1,after_AA,quest_id,Commune_en,Commune_Id,Departement,Payment Method
236,male,16/09/1995,HT0311,2021-02-21,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,No,Yes,Yes,Facebook,Finding a job/internship,906a79ae-ce95-11eb-98c3-7c67a234f601,Cap-Haitien,HT0311,North,
237,male,19/04/1987,HT0311,2021-02-21,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,No,Friend,Improving my data analysis skills,906a79af-ce95-11eb-bd36-7c67a234f601,Cap-Haitien,HT0311,North,
238,male,09/08/1991,HT0311,2021-03-03,HT03,Other,unknown,No,unknown,Yes,No,Facebook,Mentorship,906aa0a0-ce95-11eb-8355-7c67a234f601,Cap-Haitien,HT0311,North,
239,male,22/02/1987,HT0311,2021-03-05,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906aa0a1-ce95-11eb-899e-7c67a234f601,Cap-Haitien,HT0311,North,
240,male,16/07/1995,HT0311,2021-03-12,HT03,Bachelors (bacc +4),Quisqueya University,No,unknown,Yes,Yes,Facebook,Training to start my own company,906aa0a2-ce95-11eb-90cb-7c67a234f601,Cap-Haitien,HT0311,North,
241,male,17/04/1992,HT0611,2021-02-21,HT06,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,WhatsApp,Switching careers,906aa0a3-ce95-11eb-9611-7c67a234f601,Hinche,HT0611,Centre,
242,male,30/03/1983,HT0115,2021-02-23,HT01,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,Friend,Training to start my own company,906ac788-ce95-11eb-a6f7-7c67a234f601,Kenscoff,HT0115,West,
243,male,14/12/1993,HT0313,2021-02-25,HT03,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),No,unknown,Yes,Yes,WhatsApp,Switching careers,906b1739-ce95-11eb-8944-7c67a234f601,Limonade,HT0313,North,
244,male,25/07/1997,HT0921,2021-02-27,HT09,Bachelors (bacc +4),Ecole Supérieure d'Infotronique d'Haïti (ESIH),No,unknown,Yes,Yes,WhatsApp,Improving my data analysis skills,906b173a-ce95-11eb-b3d4-7c67a234f601,Saint-Louis du Nord,HT0921,North-West,
245,male,15/02/1994,HT0621,2021-03-02,HT06,Bachelors (bacc +4),other,Yes,Yes,Yes,Yes,Facebook,Improving my data analysis skills,906b3c84-ce95-11eb-8c2a-7c67a234f601,Mirebalais,HT0621,Centre,Moncash
246,male,08/10/1990,HT0621,2021-03-10,HT06,Bachelors (bacc +4),Université d'Etat d'Haïti (UEH),Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906b3c85-ce95-11eb-9b87-7c67a234f601,Mirebalais,HT0621,Centre,
247,male,28/12/1993,HT0621,2021-03-14,HT06,Bachelors (bacc +4),Centre de Techniques de Planification et d'Economie Appliquée (CTPEA),Yes,Yes,Yes,Yes,Friend,Improving my data analysis skills,906b3c86-ce95-11eb-b6a7-7c67a234f601,Mirebalais,HT0621,Centre,Credit Card/Paypal
248,male,17/04/1992,HT0412,2021-03-08,HT04,Bachelors (bacc +4),other,No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906b65e2-ce95-11eb-8b5c-7c67a234f601,Ferrier,HT0412,North-East,Moncash
249,male,22/07/1993,HT1012,2021-03-10,HT10,Masters,other,No,unknown,Yes,Yes,Facebook,Improving my data analysis skills,906b65e3-ce95-11eb-a294-7c67a234f601,Petite Riviere de Nippes,HT1012,Nippes,Moncash
